code,description/en,License,access/availableOnline,access/exampleIdentifiers,access/guidanceOnLocatingIds,access/languages,access/onlineAccessDetails,access/publicDatabase,confirmed,coverage,data/availability,data/dataAccessDetails,data/features,data/licenseDetails,data/licenseStatus,deprecated,formerPrefixes,links/opencorporates,links/wikipedia,listType,meta/lastUpdated,meta/source,name/en,name/local,quality,quality_explained/Availability: API,quality_explained/Availability: Bulk download,quality_explained/Availability: CSV format,quality_explained/Availability: Excel format,quality_explained/Availability: JSON format,quality_explained/Availability: PDF format,quality_explained/Availability: RDF format,quality_explained/Availability: XML format,quality_explained/License: Closed License,quality_explained/License: No License,quality_explained/License: Open License,quality_explained/List type: Local,quality_explained/List type: Primary,quality_explained/List type: Secondary,registerType,sector,structure,subnationalCoverage,url
ID-SMR,"The SMERU Research Institute is an independent body which conducts research on social issues in Indonesia. They also maintains a database of NGOs working in Indonesia.

""The SMERU Research Institute is an independent institution for research and public policy studies. We professionally and proactively provide accurate and timely information, as well as objective analyses, on various socioeconomic and poverty issues considered most urgent and relevant for the people of Indonesia."" [1]

""SMERU manages Indonesia's most comprehensive online database of national and regional non-governmental organizations (NGOs). Currently, there are almost 3,000 NGOs in the database, which provides information on the NGOs’ name, address, contact person, vision, mission, legal form, activities, and sector."" [2]

[1] http://www.smeru.or.id/en/about
[2] http://www.smeru.or.id/en/content/ngo-database",,False,,Organisation identifiers are not provided as part of this database,"en, id","Users can search an NGO by name, province or sector. Ornop - NGO / Provinsi - Province / Sektor kegiatan - Sector activity / Kata kunci lain - Other keywords",http://www.smeru.or.id/en/content/ngo-database,True,ID,html,,"organisation_name, website, registered_address, e-mail_address, phone_number, objectives/purpose, organisation_type, activities/sector_code",,no_license,,,,,third-party,2016-11-29,Desk research,The SMERU Research Institute,,5,,,,,,,,,,5,,,,,,,charity,,http://www.smeru.or.id/en
IN-MHA,"The Foreign Contributions (Regulation) Act required NGOs in receipt of foreign funding in India to register with the government. They are assigned an FRCA Registration Number.

",,,"104860017, 147040594","Some states appear to publish lists of local FRCA numbers, and a web search for an organisation name and 'FRCA' may identify it's number, which can be verified through the FRCA Online website. 

Organisations may also be able to provide their own identifiers. ",en,"A full search service for identifiers does not appear to be available. However, a service is available from the website to verify identifiers, which will return information on the address and validity of an FRCA certificate when an identifier is supplied.",https://fcraonline.nic.in/fc_reg_certificate_details_verification1.aspx,True,IN,data_not_available,,"registered_address, date_of_registration, expiry_date, status",,,False,,,"https://en.wikipedia.org/wiki/Foreign_Contribution_(regulation)_Act,_2010",secondary,2017-06-25,IATI,Ministry of Home Affairs (India) Foreign Contributions (Regulation) Act Register,,50,,,,,,,,,,,,,,50,,,charity,,https://fcraonline.nic.in/
CO-CCB,"Each region of Colombia has a Chamber of Commerce to which all corporate entities must register. Bogota Chamber of Commerce (CCB) is responsible for Bogota.

Users should refer to CO-RUE for unique identifiers for Colombia. CO-CCB has ben deprecated in favour of CO-RUE.
 
""We are a private, non-for-profit organization whose goal is to foster a sustainable Bogota-Region in the long term, by promoting its residents' prosperity, through services which enhance and strengthen the enterprise capabilities present in the region, and which improve the business environment with an impact over public policies."" [1]

[1] http://www.ccb.org.co/en/Clusters/20th-TCI-Global-Conference-Bogota-Colombia/Bogota-Chamber-of-Commerce",,False,,,"en, es",,None located,True,CO,data_not_available,,,,closed_license,,,,,deprecated,2016-12-19,Desk research,Bogota Chamber of Commerce , Cámara de Comercio de Bogota,0,,,,,,,,,0,,,,,,,,company,CO-DC,http://www.ccb.org.co/
ZA-PBO,"Non-profit organisations (NPOs) can apply for Public Benefit Organisation (PBO) status from the South Africa Revenue Service in order to become tax exempt. However, not all NPOs will be awarded this status, therefore the ZA-PBO should not be referred to as the Primary list of unique identifiers for NPOs in South Africa.

No searchable database of PBOs has been found.

""The mere fact that an organisation has a non-profit motive or is established or registered as an NPO registered under the NPO Act, or is established as an NPC, does not mean that it automatically qualifies for preferential tax treatment or approval as a PBO.

An organisation will enjoy preferential tax treatment only after it has applied for and been granted approval as a PBO by the Commissioner, and continues to comply with the relevant prescribed requirements. "" [1] 

[1] http://www.sars.gov.za/AllDocs/OpsDocs/Guides/LAPD-IT-G16%20-%20Basic%20Guide%20to%20Income%20Tax%20for%20Public%20Benefit%20Organisations%20-%20External%20Guide.pdf",,False,,None available,en,,None available,True,ZA,data_not_available,,,,no_license,True,,,,deprecated,2016-12-21,Desk research,SA Revenue Service Tax Exemption Unit , Public Benefit Organisations,5,,,,,,,,,,5,,,,,,,company,,http://www.sars.gov.za/home.asp?pid=170
US-EIN,"The Internal Revenue Service (IRS) assigns companies an Employer Identification Number (EIN) upon application. However, not all corporate entities are required to have an EIN. Corporate registration is done at the state level. There is no national database for searching unique identifiers. 

Users should refer to individual state databases in order to find identifiers. Alternatively, organisations often have their EIN on a public webpage, and these can be found by using a search engine. For example, search for 'American Red Cross EIN' returns a page with their EIN.

https://www.google.com.co/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=american+red+cross+ein

http://www.redcross.org/local/california/san-diego/ways-to-donate

""An Employer Identification Number (EIN) is also known as a Federal Tax Identification Number, and is used to identify a business entity. Generally, businesses need an EIN. "" [1]

""An employer identification number (EIN), also called a tax ID number or taxpayer ID, is required for most business entities... A tax ID number is not required if you operate a sole proprietorship or an LLC with no employees, in which case you would simply use your own Social Security Number as a tax ID."" [2]

""In the US, corporate registration happens at the state level. The timeliness, availability, and licensing of this data varies among all 50 states. There is no federal dataset that contains all corporate registrations. It would be possible to create a unified open registry for all US corporations (even if only via aggregation from state ones) but this does not exist at this time.

Across those states performance varies widely and in many cases data is not available in bulk, is not machine readable, is not openly licensed etc. For more detail, see the per state summary on Open Corporates."" [3]

""The Employer Identification Number (EIN), also known as the Federal Employer Identification Number (FEIN) or the Federal Tax Identification Number, is a unique nine-digit number assigned by the Internal Revenue Service (IRS) to business entities operating in the United States for the purposes of identification. When the number is used for identification rather than employment tax reporting, it is usually referred to as a Taxpayer Identification Number (TIN), and when used for the purposes of reporting employment taxes, it is usually referred to as an EIN. [4] 

[1] https://www.irs.gov/businesses/small-businesses-self-employed/employer-id-numbers-eins
[2] http://tax.findlaw.com/federal-taxes/is-a-tax-id-required-for-my-business-.html
[3] https://www.irs.gov/businesses/small-businesses-self-employed/employer-id-numbers-eins
[4] https://en.wikipedia.org/wiki/Employer_Identification_Number",,False,,"Users should refer to individual state databases in order to find identifiers. Alternatively, organisations often have their EIN on a public webpage, and these can be found by using a search engine. For example, search for 'American Red Cross EIN' returns a page with their EIN.

https://www.google.com.co/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=american+red+cross+ein

http://www.redcross.org/local/california/san-diego/ways-to-donate",,,,True,US,,,,,,,,,,secondary,,,Employer Identification Number - Internal Revenue Service,,50,,,,,,,,,,,,,,50,,,"company/listed_company, company/sole_trader, company/partnership, company, charity",,"http://www.irs.gov/businesses/small/article/0,,id=98350,00.html"
BD-NAB,"All NGOs wishing to carry out programmes in Bangladesh must gain permission from the Bangladesh NGO Affairs Bureau. The Bureau keeps a list of NGOs, monitors funding and ensures the accountability of NGO projects.

""Its prime objective is to provide one-stop service to the NGOs operating with foreign assistance and registered under the Foreign Donations (Voluntary Activities) Regulation Ordinance, 1978. In addition, it facilitates the activities of the NGOs in the country, and ensures their accountability to the state and thereby to the people of the country"" [1]

""Bureau approves the project proposals submitted by NGOs"" [2]

""NGOs much certify in the project proposal that they receive foreign donation or contribution from legal sources."" [3]

""Bureau has the responsibility to make sure that money being channelized by NGOs is from legal sources. Bureau also realizes government revenue-both tax (income tax, VAT etc) and non-tax (registration fee). Bureau always coordinates with NGOs, line ministries, different state agencies and development partners in discharging its duty as the regulatory authority. Here the spirit is to facilitate the NGO activities, not to regulate them"" [4]

[1][2][3][4] http://www.ngoab.gov.bd/site/page/092eab90-ba5f-4cba-933f-d9f28863d170/NGO-Bureau-at-a-glance",,False,"2330, 2830, 2427",Registration numbers are contained in a PDF published by the Bureau. The latest version of this list can be found at http://ngoab.portal.gov.bd/sites/default/files/files/ngoab.portal.gov.bd/page/a86a0782_47b2_4756_b226_58e2fd6a97b4/NGO_LIST%20(19).pdf,"en, bn","Of the two websites, http://103.234.24.210/ is better built. ","A list of all NGOs registered with the NGO Affairs Bureau, and thus all NGOs who have projects in Bangladesh, is available on the website",True,BD,pdf,http://ngoab.portal.gov.bd/sites/default/files/files/ngoab.portal.gov.bd/page/a86a0782_47b2_4756_b226_58e2fd6a97b4/NGO_LIST%20(19).pdf,"registered_address, date_of_registration, registration_number, organisation_name, country_of_origin",,no_license,,,,,secondary,2016-11-18,,Bangladesh NGO Affairs Bureau , এনজিও বিষয়ক ব্যুরো,56,,,,,,1,,,,5,,,,50,,,charity,,"http://www.ngoab.gov.bd , http://103.234.24.210/"
IM-GR,"All charities in the Isle of Man must be registered with the General Registry. The General Registry maintain information about charities in the Index of Registered Isle of Man Charities

""The General Registry has specific statutory roles in relation to the registration of charities and the receipt of statutory statements, accounts and other documents in relation to charities."" [1] 

""The General Registry is the department which administers –

the civil and criminal Courts of the Isle of Man
the High Court of Justice of the Isle of Man
Courts of General Gaol Delivery
courts of summary jurisdiction
the Registries
Deeds and Probate Registry
Land Registry
Civil Registry, responsible for registration of births, deaths and marriages
registration of charities
Legal Aid
the Public Record Office
criminal injuries compensation
registration of legal practitioners (other than advocates)"" [2]

[1] https://www.gov.im/registries/courts/charities/
[2] https://en.wikipedia.org/wiki/General_Registry_(Isle_of_Man)",,True,"1184, 962, 1169","Users can find identifiers by searching the PDF of the public Index of Registered Charities. Once opened, they should use Ctrl-F to search for a name or other detail. Identifiers will be under the column heading 'No'",en,Data is available in a searchable PDF file,https://www.gov.im/lib/docs/registries/courts/publicindex_latest.pdf,True,IM,pdf,,"registration_number, registered_address, e-mail_address, phone_number, website","Isle of Man Open Government Licence For Public Sector Information (Based on statement in footer of http://www.gov.im that ""OGL All content is available under theOpen Government Licence,except where otherwise stated"")",open_license,False,,,https://en.wikipedia.org/wiki/General_Registry_(Isle_of_Man),primary,2017-03-05,Desk research,Isle of Man Index of Registered Charities , Isle of Man General Registry,86,,,,,,1,,,,,10,,75,,,,charity,,http://www.gov.im/registries/courts/charities/
ET-MOT,"The Ministry of Trade is the official ministry for business registration in Ethiopia.

""The Ministry of Trade was re-established in August1995 under -- proclamation No 4/1995 issued to provide for the definition of powers and duties of the executive organs of the Federal Democratic Republic ofEthiopia (FDRE).

The Ministry was again reorganized with a proclamation No 619/2003 issued to amend the reorganization of the executive organs of the Federal Democratic Republic Ethiopia Proclamation No 256/2001. With this proclamation and by other laws, the Ministry has been given the power to supervise and coordinate five government institutions that are involved in the promotion & development of trade, industry and investment activities.

The Ministry of Trade shall have the powers and duties to:

Encourage and register the establishment of chambers of commerce and sectorial associations including consumers associations and strengthen those already established(Chambers of Commerce and Sectorial Association Establishment Proclamation No.341/2003)."" [1]

[1]: http://www.mot.gov.et/documents/27281/0/Proc+No.+341-2003+Chamber+of+commerce+and+sectorial+Associa.pdf/50798768-2b9d-4f20-990f-1d4298f16f08?version=1.1",,False,020/4/007,"A computerised system exists for checking company names, but it is not accessible online. 

Identifiers will need to be requested from the organisation to be identified, and should be available from the documents originally issued when they registered. ",en,,,True,ET,data_not_available,,,,no_license,False,,,,primary,2017-07-06,IATI - https://discuss.iatistandard.org/t/proposed-addition-to-the-organisation-registration-agency-codelist-ethiopia/941,Ministry of Trade (Ethiopia),,80,,,,,,,,,,5,,,75,,,,"company, charity",,http://www.mot.gov.et
MW-RG,"The Department of Registrar General under the Department of Justice and Constitutional Affairs is where companies and NPOs register in Malawi. They do not have a database of company information available online.

""We are a government department under the Ministry of Justice and Constitutional Affairs responsible for the registration and administration of business entities, Non Profit Organizations and Industrial Property Rights"" [1]

[1] https://www.registrargeneral.gov.mw/index.html",,False,,OIPA search returned no results,en,,,True,MW,data_not_available,,,,no_license,,,,,primary,2016-11-26,Desk research,"Registrar General, Department of Justice",,80,,,,,,,,,,5,,,75,,,,"company, charity",,https://www.registrargeneral.gov.mw/index.html
XI-EORI,"This site allows to validate EORI numbers and provides access to the information related to Authorised Economic Operators (AEO). An EORI number is unique throughout the EU, assigned by a customs authority in a member state to economic operators (businesses) or persons. ",,False,NL810656371,An EORI number must start with two uppercase letters (the ISO code of the country that granted the number) followed by maximum 15 alphanumeric characters,,,http://ec.europa.eu/taxation_customs/business/calculation-customs-duties/rules-origin/general-aspects-preferential-origin/arrangements-list/generalised-system-preferences/the_register_exporter_system_en,True,XI,data_not_available,,,,no_license,False,,,,secondary,2017-07-18,,Economic Operators Identification and Registration system,,55,,,,,,,,,,5,,,,50,,,"company, charity",,http://ec.europa.eu/taxation_customs/dds2/eos/eori_validation.jsp
JE-OAC,"The Jersey Overseas Aid Commission is responsible for distributing international development funds from Jersey. But they are not responsible for registration of NGOs. No database for organisation identifiers has been found.

""Jersey has been funding international aid and development since 1968, but the current ‘Jersey Overseas Aid Commission’ was established by law in 2005. It is an independent body within the responsibilities of the Chief Minister. It is governed by three States Commissioners and three non-States Commissioners, all of whom are appointed by the States of Jersey."" [1]

""The Non-Profit Organizations (Jersey) Law 2008 (the “NPO Law”) was registered by the Royal Court on 25 July 2008 and came into effect on 8 August 2008. This legislation requires NPOs to register with the Commission in certain circumstances. "" [2]

[1] https://www.joa.je/the-commission/
[2] http://www.jerseyfsc.org/anti-money_laundering/forms/NPO/index.asp",,False,,None available ,en,,None available ,True,JE,data_not_available,,,,no_license,True,,,,deprecated,2016-12-27,Desk research,Jersey Overseas Aid Commission,,5,,,,,,,,,,5,,,,,,,charity,,http://www.jerseyoverseasaid.org.je/
PL-REGON,"A unique number assigned to national economic entities, and to the local units of these entities in the national official register of national economy entities,  REGON. The identifier provides no implicit or explicit information on the features of an entity.

Every organization receives REGON number during the registration phase.

Looking at REGON/NIP relations: most often all organizations having NIP (PL-NIP) will have REGON (PL-REGON) and vice-versa. 

One of a few exceptions are, for example, schools that will have REGON numbers (for statistical purposes), but they are not required to have NIP tax id number (because they are executing municipalities' budgets).",,True,142445947,"1. Type in organization's REGON in the REGON field
2. Start by clicking ""Szukaj""
3. Click on the first column (REGON number) to get details

REGON identification number of legal units (legal persons, organisational units with no legal personality and natural persons conducting economic activity) consists of 9 digits, of which the first eight digits constitute a serial number, and the ninth - a control digit. REGON identification number of a local unit consists of fourteen digits, of which the first nine digits constitute identification number of a legal unit, the next four digits are a serial number assigned to the local unit, and the fourteenth digit is a control digit.",PL,There is search is available on https://wyszukiwarkaregon.stat.gov.pl/appBIR/index.aspx. There is also an API available.,https://wyszukiwarkaregon.stat.gov.pl/appBIR/index.aspx,True,PL,api,There is an API available at http://bip.stat.gov.pl/dzialalnosc-statystyki-publicznej/rejestr-regon/interfejsyapi/informacje-ogolne/,"registered_address, date_of_registration, phone_number, post_code_zip_code, status",Non-profits and companies has been reusing this data for several years now as if it is openly lincesed,no_license,False,,,https://pl.wikipedia.org/wiki/REGON,secondary,2017-07-08,Research done by ePanstwo Foundation epf.org.pl/en,REGON - Statistical number of an economy entity,REGON - Krajowy Rejestr Urzędowy Podmiotów Gospodarki Narodowej,57,2,,,,,,,,,5,,,,50,,,"charity, company, government_agency, unincorporated_body",,"http://stat.gov.pl/en/metainformations/glossary/terms-used-in-official-statistics/2963,term.html"
ID-KLN,"All NGOs foreign to Indonesia who wish to operate in the country must register through the Ministry of Foreign affairs/ Kementerian Luar Negeri. 

""Registration Process:

1.    INGO submit complete application documents to the Government of the Republic of Indonesia through the Ministry of Foreign Affairs"" [1]

[1] http://www.kemlu.go.id/en/berita/informasi-penting/Pages/Registration-Guidelines-for-International-Non-Governmental-Organizations-in-Indonesia.aspx",,False,,"No identifiers found.

OIPA search returns zero results","en, id",,http://www.smeru.or.id/en/content/ngo-database,True,ID,data_not_available,,,,no_license,,,,,secondary,2016-11-29,,Ministry of Foreign affairs, Kementerian Luar Negeri,55,,,,,,,,,,5,,,,50,,,,,http://www.kemlu.go.id/
NG-CAC,"All companies operating in Nigeria must register with the Corporate Affairs Commission. NGOs also register with the Commission. This database is available through a searchable webpage. 

""The Corporate Affairs Commission (CAC) of Nigeria was established in 1990 vide Companies and Allied Matters Decree no 1 (CAMD) 1990 as amended, now on Act cap C20 Laws of federation of Nigeria. It is an autonomous body charged with the responsibility to regulate the formation and management of companies in Nigeria."" [1]

""In Nigeria NGOs may be registered as a company limited by guarantee or as incorporated trustees (by which trustees of the NGO, rather than the NGO itself, obtains the status of a body corporate)... The duly completed application is then submitted to the Corporate Affairs Commission."" [2]

[1] https://en.wikipedia.org/wiki/Corporate_Affairs_Commission,_Nigeria
[2] http://www.nigeriaformations.com/charities-and-NGOs.php",,False,,"Public search is currently unavailable, the link does not work.",,,http://publicsearch.cac.gov.ng:8080/comsearch/test.php,True,NG,data_not_available,,,http://index.okfn.org/place/nigeria/companies/,closed_license,,,,,primary,2016-12-14,Desk research,Nigerian Corporate Affairs Commission,,75,,,,,,,,,0,,,,75,,,,"company, charity",,http://new.cac.gov.ng/home/
GB-NIC,"The Register of Charities is an accurate and up-to-date list of all organisations in Northern Ireland considered by law to be charitable. Currently, registration is a managed process and only organisations called forward by the Commission are considered eligible to register. For more information on the Register please visit http://www.charitycommissionni.org.uk/manage-your-charity/register-your-charity/charity-registration-faqs/.",,True,"100019, 100048, 100050","Use the 'Reg charity number' field, as this is a unique registration identifier to each organisation. Though 'Sub charity number' is intended for those that are subsidiaries, in reality this is not used.",en,"Visit http://www.charitycommissionni.org.uk/charity-search/, select relevant filters and download the csv. The data is updated daily.",http://www.charitycommissionni.org.uk/charity-search/,True,GB,"csv, bulk","Visit http://www.charitycommissionni.org.uk/charity-search/, select relevant filters and download the csv. The data is updated daily.","organisation_name, date_of_registration, registration_number, status, website, registered_address, contact_address, e-mail_address, phone_number, objectives_purpose, financial_turnover_details",UK Open Government Licence v3.0 (uk-ogl) http://reference.data.gov.uk/id/open-government-licence,open_license,,,,https://en.wikipedia.org/wiki/Charity_Commission_for_Northern_Ireland,primary,2017-08-17,https://www.opendatani.gov.uk/dataset/register-of-charities,The Charity Commission for Northern Ireland,Register of Charities Northern Ireland (CCNI),88,,2,1,,,,,,,,10,,75,,,,charity,GB-NIR,http://www.charitycommissionni.org.uk/charity-search/
NP-SWC,"International NGOs wishing to operate in Nepal must register with the Social Welfare Council. Upon registration, these INGOs receive an Affiliation Certificate and an SWC Affiliation Number. This database can be searched on the website.

Local NGOs do not need to be associated with the SWC, but may register with their local District Administration Office (DAO). The SWC list is thus not a complete list of all NGOs working in Nepal.

""1. As laid down in article 12, Section 1, of the Social Welfare Act 2049, the international non-governmental organizations (INGOs) seeking to work in the Kingdom of Nepal must apply to the Social Welfare Council and seek permission prior to starting work."" [1] 

[1] Document available for download at - http://www.swc.org.np/?page_id=47",,False,"37625, 14902, 28632","Users can find identifiers on the simple, searchable database on the SWC website. Identifiers will be under the column heading 'Swc Aff No'","en, ne","Data available in simple, searchable databse",http://www.swc.org.np/?p=228,True,NP,html,,"registered_address, organisation_name, phone_number, registration_number, activities/sector_code",,closed_license,,,,,secondary,2016-12-02,Desk research,Social Welfare Council Nepal,,50,,,,,,,,,0,,,,,50,,,charity,,http://www.swc.org.np/
XM-OCHA,"OCHA (Office for the Coordination of Humanitarian Affairs) is the part of the United Nations Secretariat responsible for bringing together humanitarian actors to ensure a coherent response to emergencies.  

The Financial Tracking Service assigns it's own organisation identifiers to parties involved in funding or delivery of humanitarian work, which are used in UN OCHA data, and may be used by some third-parties.

",,False,"FTS8908, FTS5191","A list of identifiers is available in XML form from the UN OCHA Financial Tracking Service API [1] at http://fts.unocha.org/api/v1/Organization.xml

The identifier, following the UNOCHA pattern of usage, is made up of the id field from the XML, prefixed with 'FTS' to give identifiers of the form:

> XM-OCHA-FTS8908

[1]: http://fts.unocha.org/api/Files/APIUserdocumentation.htm",en,A list of identifiers is available via an XML API. ,https://fts.unocha.org/,True,,"xml, api",A list of identifiers is available via an XML API. ,"akas, organisation_name","No explicit license is given, though the terms and conditions encourage attribution (https://fts.unocha.org/pageloader.aspx?page=contact-ContactUs&select=3) and note that the data may contain contributions from multiple sources.",no_license,,,,,local,2016-12-27,Desk research,United Nations Office for the Coordination of Humanitarian Affairs - Financial Tracking Services Identifiers,,13,2,,,,,,,1,,5,,5,,,,humanitarian_relief,,,http://www.unocha.org
ID-KDN,"The Ministry of Home Affairs conducts a series of tasks in relation to legal practice and administration within Indonesia. However, no link has been found between the Ministry of Home Affairs and NGO/company registration. 

As a result, this code has been deprecated. 

Users can refer to ID-KLN (Ministry of Foreign Affairs) and ID-PRO for the registration of NGOs.

Users can refer to ID-SMR (SMERU) for an independent body that maintains a database of NGOs.

""The Ministry of Home Affairs has the task of conducting government affairs in the country to assist the President in running the state government. 

The Ministry of Interior has the functions:

1. formulation, determination and implementation of policies in the field of politics and public governance, decentralization, development of the regional administration, coaching village government, formation of government affairs and regional development, development of local finance, as well as the population and civil registration, in accordance with the provisions of the legislation;
2. coordinating the implementation of tasks, coaching, and providing administrative support to all elements of the organization within the Ministry of the Interior;
3. management of property / wealth of the country is the responsibility of the Ministry of the Interior;
4. supervise the execution of duties in the Ministry of the Interior;
5. implementation of the technical guidance and supervision over the implementation of the affairs of the Interior Ministry in the area;
6. coordinating, coaching and general supervision, facilitation, and evaluation of the regional administration in accordance with the provisions of the legislation;
7. implementation of research and development in the field of governance in the country;
8. implementation of human resource development in the field of governance in the country;
9. implementation of the technical activities of the center to the regions; and
10. the implementation of a substantial support to all elements of the organization within the Ministry of Interior."" [1]

[1] http://www.kemendagri.go.id/profil/tugas-dan-fungsi 

NGO registration can also be done through Ministry Home affairs/ Kementerian Dalam Negeri",,False,,None available,id,,None available,True,ID,data_not_available,,,,no_license,True,,,,deprecated,2016-12-28,Desk research,Ministry of Home Affairs , Kementerian Dalam Negeri,5,,,,,,,,,,5,,,,,,,,,http://www.kemendagri.go.id/
KE-NCB,"The NGO Coordination Board of Kenya registers NGOs and maintains a registry of organisation information. This information can be accessed by through request and after paying a fee.

""The Board has the responsibility of regulating and enabling the NGO sector in Kenya.

Our Mandate:

To maintain the register of National and International NGOs operating in Kenya, with the precise sectors, affiliations and locations of their activities."" [1]

""Under section 31 of the NGOs Regulations 1992, any member of the public is allowed to inspect the files and the documents therein of any registered organization during normal working hours. They can also obtain copies of documents in the files.

To conduct a records search a letter should be written to the ED of the NGOB stating the name of the applicant as well as the organization whose details they wish to search and the information they seek.

The applicant can decide whether to carry out the records search themselves or have the Board conduct it on their behalf. This will be upon a requisite payment of Kenya Shillings Three Thousand (KES 3000)"" [2]

[1] http://www.ngobureau.or.ke/
[2] http://www.ngobureau.or.ke/?page_id=408",,False,,"A unified registry list of NGO identifiers not found. But other organisations have referred to NGO identifiers.

An OIPA search returns example ID KE-NCB-200201282375. Searching on the second part of that finds http://www.idealist.org/view/nonprofit/kCM3mWt8k6W4/ . Which has a slightly different format of ID: OP.218/051/2002/0128/2375. 

There are also some IDs in the dataset with the OP component such as KE-NCB-OP-218-051-9399-80

It is possible that the government issues them with slashes, but people are replacing that with different characters, and stripping some parts off in cases.

We recommend following the pattern of stripping out the slashes, and removing the preceding OP component. ",en,"There are several links which suggest the user can access data, but they do not lead to a searchable registry e.g. 'Name Search', 'Register of NGOs' and 'Records Search' do not provide access to data",None available,True,KE,data_not_available,,,,closed_license,,,,,secondary,2016-12-27,Desk research,NGO's Coordination Board,,50,,,,,,,,,0,,,,,50,,,charity,,http://www.ngobureau.or.ke/
